4   5.0700   -0.1977    0.0931
   0.1989   -0.0836   -0.4052    32.029
  -0.6497   -0.0429   10.6448     1.777
  -0.6398    0.1179  -11.2145     1.842
  -0.3456    0.5716    3.8483     0.000
