4   5.0700   -0.1504    0.0975
  -0.6309   -0.1694    6.8309     5.789
   0.2740   -0.1286   -0.5841    32.649
  -0.6459    0.0795   -6.2906     6.051
  -0.1897    0.6804    2.8770     0.000
