4   5.0700   -0.2328    0.0898
   0.1405   -0.0542   -0.2787    32.131
  -0.6507    0.0111    9.4351     0.000
  -0.6059    0.2342  -15.7174     0.125
  -0.4897    0.4287    9.4728     0.001
