4   5.0700   -0.0838    0.1037
  -0.5566   -0.3626    4.5596    13.795
   0.3718   -0.2033   -0.8682    34.767
  -0.6474    0.0671   -3.3729    15.205
   0.0097    0.7831    2.4763     0.000
