4   5.0700   -0.0257   -0.1854
  -0.4794   -0.4918    3.9419     0.000
   0.0206    0.2918   -0.6322    30.945
   0.2134   -0.6271 -5535.7624     2.638
   0.2138   -0.6269 5535.3081     2.638
