4   5.0700   -0.0582   -0.1253
   0.2127   -0.6273   -7.2876    10.567
   0.4375   -0.5003    8.2003    10.330
  -0.6866   -0.3149    2.8623     0.000
   0.0621    0.4095   -0.9643    31.982
