4   5.0700   -0.0666   -0.1096
   0.2127   -0.6273   -5.7914    13.293
   0.4855   -0.4568    6.9007    12.838
  -0.7289   -0.2708    2.7568     0.000
   0.0766    0.4387   -1.0647    32.563
