-5.875000e-02 -5.553125e-01 -4.897047e-03 -2.023508e-01 -5.906250e-02 -5.550000e-01 -4.867871e-03 -2.020747e-01
-5.875000e-02 -5.553125e-01 -4.897047e-03 -2.023508e-01 -5.812500e-02 -5.553125e-01 -4.890065e-03 -2.022858e-01
-5.812500e-02 -5.553125e-01 -4.890065e-03 -2.022858e-01 -5.750000e-02 -5.553125e-01 -4.883434e-03 -2.022214e-01
-5.687500e-02 -5.559375e-01 -4.940471e-03 -2.027762e-01 -5.718750e-02 -5.556250e-01 -4.912152e-03 -2.024988e-01
-5.687500e-02 -5.559375e-01 -4.940471e-03 -2.027762e-01 -5.625000e-02 -5.559375e-01 -4.933873e-03 -2.027133e-01
-5.718750e-02 -5.556250e-01 -4.912152e-03 -2.024988e-01 -5.750000e-02 -5.553125e-01 -4.883434e-03 -2.022214e-01
-5.625000e-02 -5.559375e-01 -4.933873e-03 -2.027133e-01 -5.562500e-02 -5.559375e-01 -4.927614e-03 -2.026511e-01
-5.562500e-02 -5.559375e-01 -4.927614e-03 -2.026511e-01 -5.500000e-02 -5.559375e-01 -4.921690e-03 -2.025895e-01
-5.000000e-02 -5.578125e-01 -5.053136e-03 -2.039807e-01 -5.031250e-02 -5.575000e-01 -5.027886e-03 -2.036986e-01
-5.437500e-02 -5.565625e-01 -4.976637e-03 -2.031476e-01 -5.468750e-02 -5.562500e-01 -4.949361e-03 -2.028685e-01
-5.437500e-02 -5.565625e-01 -4.976637e-03 -2.031476e-01 -5.375000e-02 -5.565625e-01 -4.970706e-03 -2.030875e-01
-5.250000e-02 -5.571875e-01 -5.018225e-03 -2.035887e-01 -5.281250e-02 -5.568750e-01 -4.991865e-03 -2.033083e-01
-5.375000e-02 -5.565625e-01 -4.970706e-03 -2.030875e-01 -5.312500e-02 -5.565625e-01 -4.965103e-03 -2.030280e-01
-5.281250e-02 -5.568750e-01 -4.991865e-03 -2.033083e-01 -5.312500e-02 -5.565625e-01 -4.965103e-03 -2.030280e-01
-5.468750e-02 -5.562500e-01 -4.949361e-03 -2.028685e-01 -5.500000e-02 -5.559375e-01 -4.921690e-03 -2.025895e-01
-5.250000e-02 -5.571875e-01 -5.018225e-03 -2.035887e-01 -5.187500e-02 -5.571875e-01 -5.012591e-03 -2.035307e-01
-5.187500e-02 -5.571875e-01 -5.012591e-03 -2.035307e-01 -5.125000e-02 -5.571875e-01 -5.007264e-03 -2.034733e-01
-5.125000e-02 -5.571875e-01 -5.007264e-03 -2.034733e-01 -5.062500e-02 -5.571875e-01 -5.002241e-03 -2.034167e-01
-5.031250e-02 -5.575000e-01 -5.027886e-03 -2.036986e-01 -5.062500e-02 -5.571875e-01 -5.002241e-03 -2.034167e-01
-5.000000e-02 -5.578125e-01 -5.053136e-03 -2.039807e-01 -4.937500e-02 -5.578125e-01 -5.048046e-03 -2.039255e-01
-4.937500e-02 -5.578125e-01 -5.048046e-03 -2.039255e-01 -4.875000e-02 -5.578125e-01 -5.043248e-03 -2.038709e-01
-4.750000e-02 -5.584375e-01 -5.087328e-03 -2.043843e-01 -4.781250e-02 -5.581250e-01 -5.063229e-03 -2.041006e-01
-4.875000e-02 -5.578125e-01 -5.043248e-03 -2.038709e-01 -4.812500e-02 -5.578125e-01 -5.038739e-03 -2.038170e-01
-4.781250e-02 -5.581250e-01 -5.063229e-03 -2.041006e-01 -4.812500e-02 -5.578125e-01 -5.038739e-03 -2.038170e-01
-4.500000e-02 -5.590625e-01 -5.120521e-03 -2.047996e-01 -4.531250e-02 -5.587500e-01 -5.097611e-03 -2.045143e-01
-4.750000e-02 -5.584375e-01 -5.087328e-03 -2.043843e-01 -4.687500e-02 -5.584375e-01 -5.082715e-03 -2.043319e-01
-4.687500e-02 -5.584375e-01 -5.082715e-03 -2.043319e-01 -4.625000e-02 -5.584375e-01 -5.078375e-03 -2.042802e-01
-4.625000e-02 -5.584375e-01 -5.078375e-03 -2.042802e-01 -4.562500e-02 -5.584375e-01 -5.074306e-03 -2.042291e-01
-4.531250e-02 -5.587500e-01 -5.097611e-03 -2.045143e-01 -4.562500e-02 -5.584375e-01 -5.074306e-03 -2.042291e-01
-3.875000e-02 -5.603125e-01 -5.175743e-03 -2.055779e-01 -3.906250e-02 -5.600000e-01 -5.155772e-03 -2.052886e-01
-3.875000e-02 -5.603125e-01 -5.175743e-03 -2.055779e-01 -3.812500e-02 -5.603125e-01 -5.172572e-03 -2.055352e-01
-3.812500e-02 -5.603125e-01 -5.172572e-03 -2.055352e-01 -3.750000e-02 -5.603125e-01 -5.169621e-03 -2.054932e-01
-3.750000e-02 -5.603125e-01 -5.169621e-03 -2.054932e-01 -3.687500e-02 -5.603125e-01 -5.166879e-03 -2.054519e-01
-3.687500e-02 -5.603125e-01 -5.166879e-03 -2.054519e-01 -3.625000e-02 -5.603125e-01 -5.164341e-03 -2.054113e-01
-3.500000e-02 -5.609375e-01 -5.198750e-03 -2.059547e-01 -3.531250e-02 -5.606250e-01 -5.180571e-03 -2.056630e-01
-3.625000e-02 -5.603125e-01 -5.164341e-03 -2.054113e-01 -3.562500e-02 -5.603125e-01 -5.162010e-03 -2.053714e-01
-3.531250e-02 -5.606250e-01 -5.180571e-03 -2.056630e-01 -3.562500e-02 -5.603125e-01 -5.162010e-03 -2.053714e-01
-4.500000e-02 -5.590625e-01 -5.120521e-03 -2.047996e-01 -4.437500e-02 -5.590625e-01 -5.116308e-03 -2.047500e-01
-4.437500e-02 -5.590625e-01 -5.116308e-03 -2.047500e-01 -4.375000e-02 -5.590625e-01 -5.112354e-03 -2.047011e-01
-4.375000e-02 -5.590625e-01 -5.112354e-03 -2.047011e-01 -4.312500e-02 -5.590625e-01 -5.108658e-03 -2.046528e-01
-4.312500e-02 -5.590625e-01 -5.108658e-03 -2.046528e-01 -4.250000e-02 -5.590625e-01 -5.105212e-03 -2.046052e-01
-4.187500e-02 -5.596875e-01 -5.148540e-03 -2.051798e-01 -4.218750e-02 -5.593750e-01 -5.127072e-03 -2.048925e-01
-4.187500e-02 -5.596875e-01 -5.148540e-03 -2.051798e-01 -4.125000e-02 -5.596875e-01 -5.144907e-03 -2.051336e-01
-4.218750e-02 -5.593750e-01 -5.127072e-03 -2.048925e-01 -4.250000e-02 -5.590625e-01 -5.105212e-03 -2.046052e-01
-4.125000e-02 -5.596875e-01 -5.144907e-03 -2.051336e-01 -4.062500e-02 -5.596875e-01 -5.141509e-03 -2.050882e-01
-4.062500e-02 -5.596875e-01 -5.141509e-03 -2.050882e-01 -4.000000e-02 -5.596875e-01 -5.138346e-03 -2.050434e-01
-4.000000e-02 -5.596875e-01 -5.138346e-03 -2.050434e-01 -3.937500e-02 -5.596875e-01 -5.135410e-03 -2.049993e-01
-3.906250e-02 -5.600000e-01 -5.155772e-03 -2.052886e-01 -3.937500e-02 -5.596875e-01 -5.135410e-03 -2.049993e-01
-3.500000e-02 -5.609375e-01 -5.198750e-03 -2.059547e-01 -3.437500e-02 -5.609375e-01 -5.196131e-03 -2.059162e-01
-3.437500e-02 -5.609375e-01 -5.196131e-03 -2.059162e-01 -3.375000e-02 -5.609375e-01 -5.193702e-03 -2.058784e-01
-3.375000e-02 -5.609375e-01 -5.193702e-03 -2.058784e-01 -3.312500e-02 -5.609375e-01 -5.191460e-03 -2.058413e-01
-3.312500e-02 -5.609375e-01 -5.191460e-03 -2.058413e-01 -3.250000e-02 -5.609375e-01 -5.189399e-03 -2.058048e-01
-3.062500e-02 -5.615625e-01 -5.218272e-03 -2.063228e-01 -3.093750e-02 -5.612500e-01 -5.202230e-03 -2.060284e-01
-3.062500e-02 -5.615625e-01 -5.218272e-03 -2.063228e-01 -3.000000e-02 -5.615625e-01 -5.216214e-03 -2.062891e-01
-3.250000e-02 -5.609375e-01 -5.189399e-03 -2.058048e-01 -3.187500e-02 -5.609375e-01 -5.187516e-03 -2.057691e-01
-3.187500e-02 -5.609375e-01 -5.187516e-03 -2.057691e-01 -3.125000e-02 -5.609375e-01 -5.185807e-03 -2.057340e-01
-3.093750e-02 -5.612500e-01 -5.202230e-03 -2.060284e-01 -3.125000e-02 -5.609375e-01 -5.185807e-03 -2.057340e-01
-3.000000e-02 -5.615625e-01 -5.216214e-03 -2.062891e-01 -2.937500e-02 -5.615625e-01 -5.214313e-03 -2.062562e-01
-2.937500e-02 -5.615625e-01 -5.214313e-03 -2.062562e-01 -2.875000e-02 -5.615625e-01 -5.212569e-03 -2.062239e-01
-2.875000e-02 -5.615625e-01 -5.212569e-03 -2.062239e-01 -2.812500e-02 -5.615625e-01 -5.210978e-03 -2.061924e-01
