4   5.0700   -0.0052   -0.2234
  -0.0263   -0.6608  -21.6105     0.109
   0.2127   -0.6273   11.7410     0.000
  -0.2344   -0.6192   13.2179     0.032
   0.0052    0.2143   -0.4487    31.483
